sample_id,tier,split,overlap_level,overlap_ratio,con_source,pro_source,mixed_path,spk1_path,spk2_path,reference_path,mixed_duration_sec,sample_rate,reference_status,silver_reference_path,placeholder_reference_path,overlap_level_numeric
SyntheticHeavyOverlap_test_06,SyntheticHeavyOverlap,test,SyntheticHeavyOverlap,0.6579,con_005.wav,pro_001.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_06_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_06_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_06_silver_reference.json,3.8286,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_06_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_06.json,3
SyntheticHeavyOverlap_test_07,SyntheticHeavyOverlap,test,SyntheticHeavyOverlap,0.6684,con_006.wav,pro_003.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_07_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_07_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_07_silver_reference.json,3.2941,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_07_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_07.json,3
SyntheticHeavyOverlap_test_08,SyntheticHeavyOverlap,test,SyntheticHeavyOverlap,0.6789,con_007.wav,pro_005.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_08_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_08_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_08_silver_reference.json,2.8236,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_08_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_08.json,3
SyntheticHeavyOverlap_test_09,SyntheticHeavyOverlap,test,SyntheticHeavyOverlap,0.6895,con_008.wav,pro_007.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_09_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_09_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_09_silver_reference.json,3.0896,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_09_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_09.json,3
SyntheticHeavyOverlap_test_10,SyntheticHeavyOverlap,test,SyntheticHeavyOverlap,0.7,con_009.wav,pro_009.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_10_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_10_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_10_silver_reference.json,3.6783,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_10_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_10.json,3
SyntheticOppositeOverlap_dev_01,SyntheticOppositeOverlap,dev,SyntheticOppositeOverlap,0.8,con_001.wav,pro_001.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_01_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_01_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_01_silver_reference.json,4.3931,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_01_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_01.json,4
SyntheticOppositeOverlap_dev_02,SyntheticOppositeOverlap,dev,SyntheticOppositeOverlap,0.8063,con_002.wav,pro_003.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_02_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_02_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_02_silver_reference.json,3.4211,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_02_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_02.json,4
SyntheticOppositeOverlap_dev_03,SyntheticOppositeOverlap,dev,SyntheticOppositeOverlap,0.8126,con_003.wav,pro_005.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_03_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_03_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_03_silver_reference.json,2.6796,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_03_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_03.json,4
SyntheticOppositeOverlap_dev_04,SyntheticOppositeOverlap,dev,SyntheticOppositeOverlap,0.8189,con_004.wav,pro_007.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_04_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_04_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_04_silver_reference.json,2.9236,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_04_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_04.json,4
SyntheticOppositeOverlap_dev_05,SyntheticOppositeOverlap,dev,SyntheticOppositeOverlap,0.8253,con_005.wav,pro_009.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_05_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_05_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_05_silver_reference.json,3.6389,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_05_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_05.json,4
SyntheticOppositeOverlap_dev_06,SyntheticOppositeOverlap,dev,SyntheticOppositeOverlap,0.8316,con_006.wav,pro_011.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_06_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_06_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_06_silver_reference.json,3.3693,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_06_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_06.json,4
SyntheticOppositeOverlap_dev_07,SyntheticOppositeOverlap,dev,SyntheticOppositeOverlap,0.8379,con_007.wav,pro_013.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_07_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_07_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_07_silver_reference.json,2.3203,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_07_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_07.json,4
SyntheticOppositeOverlap_dev_08,SyntheticOppositeOverlap,dev,SyntheticOppositeOverlap,0.8442,con_008.wav,pro_015.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_08_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_08_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_08_silver_reference.json,1.8306,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_08_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_08.json,4
SyntheticOppositeOverlap_dev_09,SyntheticOppositeOverlap,dev,SyntheticOppositeOverlap,0.8505,con_009.wav,pro_002.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_09_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_09_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_09_silver_reference.json,1.5797,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_09_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_09.json,4
SyntheticOppositeOverlap_dev_10,SyntheticOppositeOverlap,dev,SyntheticOppositeOverlap,0.8568,con_010.wav,pro_004.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_10_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_10_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_10_silver_reference.json,4.8023,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_10_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_10.json,4
SyntheticOppositeOverlap_test_01,SyntheticOppositeOverlap,test,SyntheticOppositeOverlap,0.8632,con_011.wav,pro_006.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_01_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_01_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_01_silver_reference.json,3.8869,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_01_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_01.json,4
SyntheticOppositeOverlap_test_02,SyntheticOppositeOverlap,test,SyntheticOppositeOverlap,0.8695,con_001.wav,pro_008.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_02_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_02_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_02_silver_reference.json,4.1114,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_02_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_02.json,4
SyntheticOppositeOverlap_test_03,SyntheticOppositeOverlap,test,SyntheticOppositeOverlap,0.8758,con_002.wav,pro_010.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_03_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_03_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_03_silver_reference.json,3.3695,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_03_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_03.json,4
SyntheticOppositeOverlap_test_04,SyntheticOppositeOverlap,test,SyntheticOppositeOverlap,0.8821,con_003.wav,pro_012.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_04_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_04_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_04_silver_reference.json,2.2917,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_04_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_04.json,4
SyntheticOppositeOverlap_test_05,SyntheticOppositeOverlap,test,SyntheticOppositeOverlap,0.8884,con_004.wav,pro_014.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_05_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_05_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_05_silver_reference.json,2.09,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_05_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_05.json,4
SyntheticOppositeOverlap_test_06,SyntheticOppositeOverlap,test,SyntheticOppositeOverlap,0.8947,con_005.wav,pro_001.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_06_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_06_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_06_silver_reference.json,3.3188,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_06_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_06.json,4
SyntheticOppositeOverlap_test_07,SyntheticOppositeOverlap,test,SyntheticOppositeOverlap,0.9011,con_006.wav,pro_003.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_07_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_07_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_07_silver_reference.json,2.7929,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_07_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_07.json,4
SyntheticOppositeOverlap_test_08,SyntheticOppositeOverlap,test,SyntheticOppositeOverlap,0.9074,con_007.wav,pro_005.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_08_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_08_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_08_silver_reference.json,2.4681,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_08_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_08.json,4
SyntheticOppositeOverlap_test_09,SyntheticOppositeOverlap,test,SyntheticOppositeOverlap,0.9137,con_008.wav,pro_007.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_09_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_09_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_09_silver_reference.json,2.7216,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_09_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_09.json,4
SyntheticOppositeOverlap_test_10,SyntheticOppositeOverlap,test,SyntheticOppositeOverlap,0.92,con_009.wav,pro_009.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_10_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_test_10_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_10_silver_reference.json,3.3735,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_10_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_10.json,4
