bootstrap_id,threshold,n_in_bag,n_oob,n_oob_flagged_mixed,n_oob_separated,oob_cpwer
733,0.87,77,30,8,22,1.088889
734,0.38,77,24,12,12,1.0625
735,0.95,77,30,10,20,1.172222
736,0.38,77,26,12,14,1.012821
737,0.38,77,29,12,17,1.051724
738,0.38,77,26,13,13,1.076923
739,0.84,77,28,10,18,1.10119
740,0.01,77,32,18,14,1.109375
741,0.87,77,29,10,19,1.212644
742,0.95,77,32,11,21,1.177083
743,0.38,77,29,13,16,1.017241
744,0.95,77,29,9,20,1.149425
745,0.33,77,27,17,10,1.0
746,0.38,77,27,14,13,1.055556
747,0.38,77,32,15,17,1.078125
748,0.33,77,25,14,11,1.02
749,0.01,77,29,19,10,1.12069
750,0.01,77,30,17,13,1.111111
751,0.38,77,31,15,16,1.016129
752,0.33,77,29,15,14,1.051724
753,0.87,77,30,13,17,1.133333
754,0.38,77,28,16,12,1.017857
755,0.38,77,30,14,16,1.016667
756,0.38,77,28,13,15,1.035714
757,0.01,77,30,18,12,1.016667
758,0.84,77,26,11,15,1.089744
759,0.38,77,30,17,13,1.05
760,0.87,77,30,14,16,1.077778
761,0.01,77,28,15,13,1.0
762,0.87,77,25,7,18,1.186667
763,0.38,77,29,10,19,1.08046
764,0.38,77,30,16,14,1.033333
765,0.38,77,22,11,11,1.045455
766,0.38,77,29,13,16,1.051724
767,0.87,77,28,8,20,1.119048
768,0.38,77,31,10,21,1.064516
769,0.87,77,31,14,17,1.172043
770,0.87,77,29,10,19,1.132184
771,0.38,77,29,12,17,1.0
772,0.87,77,29,13,16,1.057471
773,0.38,77,27,15,12,1.092593
774,0.38,77,31,13,18,1.032258
775,0.38,77,30,19,11,1.016667
776,0.38,77,25,11,14,1.08
777,0.87,77,33,11,22,1.055556
778,0.38,77,26,14,12,1.032051
779,0.38,77,30,13,17,1.05
780,0.38,77,30,15,15,1.077778
781,0.38,77,30,15,15,1.033333
782,0.38,77,26,9,17,1.096154
783,0.95,77,28,9,19,1.184524
784,0.38,77,30,16,14,1.077778
785,0.01,77,28,16,12,1.119048
786,0.38,77,29,15,14,1.045977
787,0.38,77,26,15,11,1.038462
788,0.87,77,24,9,15,1.159722
789,0.95,77,25,8,17,1.24
790,0.38,77,30,13,17,1.05
791,0.38,77,27,14,13,1.0
792,0.38,77,34,18,16,1.083333
793,0.38,77,30,15,15,1.066667
794,0.84,77,33,14,19,1.075758
795,0.87,77,30,12,18,1.122222
796,0.84,77,28,11,17,1.119048
797,0.38,77,30,14,16,1.094444
798,0.38,77,30,17,13,1.016667
799,0.95,77,23,6,17,1.173913
800,0.38,77,30,13,17,1.083333
801,0.38,77,30,19,11,1.016667
802,0.38,77,26,13,13,1.0
803,0.01,77,24,16,8,1.138889
804,0.38,77,27,15,12,1.018519
805,0.87,77,28,12,16,1.065476
806,0.01,77,31,19,12,1.139785
807,0.38,77,34,17,17,1.0
808,0.38,77,34,18,16,1.0
809,0.38,77,24,12,12,1.0625
810,0.38,77,29,12,17,1.063218
811,0.38,77,36,18,18,1.009259
812,0.38,77,28,18,10,1.029762
813,0.87,77,27,12,15,1.148148
814,0.33,77,27,11,16,1.092593
815,0.38,77,28,18,10,1.065476
816,0.33,77,31,16,15,1.016129
817,0.38,77,31,18,13,1.026882
818,0.38,77,29,15,14,1.011494
819,0.38,77,29,16,13,1.0
820,0.38,77,28,13,15,1.035714
821,0.38,77,32,12,20,1.0625
822,0.38,77,27,14,13,1.055556
823,0.38,77,27,14,13,1.074074
824,0.95,77,30,6,24,1.094444
825,0.33,77,30,14,16,1.1
826,0.38,77,25,10,15,1.013333
827,0.95,77,24,9,15,1.104167
828,0.38,77,27,15,12,1.055556
829,0.87,77,30,12,18,1.094444
830,0.87,77,25,8,17,1.14
831,0.38,77,36,17,19,1.013889
832,0.87,77,27,10,17,1.049383
833,0.38,77,26,13,13,1.076923
834,0.87,77,27,8,19,1.104938
835,0.38,77,27,13,14,1.0
836,0.38,77,31,15,16,1.048387
837,0.38,77,27,14,13,1.049383
838,0.38,77,29,17,12,1.028736
839,0.38,77,33,15,18,1.070707
840,0.38,77,27,13,14,1.030864
841,0.38,77,30,15,15,1.033333
842,0.38,77,36,20,16,1.027778
843,0.38,77,25,14,11,1.02
844,0.87,77,25,8,17,1.126667
845,0.38,77,30,15,15,1.077778
846,0.38,77,27,12,15,1.092593
847,0.95,77,30,10,20,1.227778
848,0.38,77,28,14,14,1.071429
849,0.95,77,29,8,21,1.195402
850,0.01,77,29,17,12,1.103448
851,0.38,77,30,16,14,1.011111
852,0.87,77,28,3,25,1.154762
853,0.38,77,31,20,11,1.064516
854,0.38,77,26,16,10,1.0
855,0.38,77,33,12,21,1.045455
856,0.38,77,26,17,9,1.057692
857,0.38,77,29,14,15,1.0
858,0.38,77,27,16,11,1.08642
859,0.38,77,31,14,17,1.048387
860,0.38,77,28,14,14,1.035714
861,0.38,77,27,15,12,1.055556
862,0.38,77,22,10,12,1.060606
863,0.38,77,29,15,14,1.011494
864,0.87,77,26,8,18,1.128205
865,0.38,77,31,15,16,1.048387
866,0.38,77,32,17,15,1.041667
867,0.33,77,33,15,18,1.070707
868,0.33,77,27,17,10,1.049383
869,0.87,77,29,11,18,1.017241
870,0.38,77,26,14,12,1.070513
871,0.38,77,21,14,7,1.039683
872,0.38,77,29,14,15,1.017241
873,0.38,77,25,14,11,1.04
874,0.38,77,31,13,18,1.064516
875,0.38,77,30,15,15,1.044444
876,0.38,77,29,16,13,1.045977
877,0.87,77,26,13,13,1.096154
878,0.84,77,33,12,21,1.126263
879,0.38,77,35,19,16,1.042857
880,0.33,77,25,17,8,1.08
881,0.38,77,23,11,12,1.130435
882,0.38,77,25,14,11,1.013333
883,0.33,77,33,14,19,1.0
884,0.38,77,29,15,14,1.0
885,0.38,77,27,14,13,1.104938
886,0.38,77,28,15,13,1.065476
887,0.38,77,28,16,12,1.017857
888,0.38,77,27,14,13,1.074074
889,0.01,77,29,19,10,1.12069
890,0.95,77,27,6,21,1.08642
891,0.33,77,31,16,15,1.048387
892,0.38,77,30,13,17,1.033333
893,0.01,77,27,20,7,1.141975
894,0.95,77,25,7,18,1.146667
895,0.38,77,28,12,16,1.071429
896,0.33,77,28,16,12,1.017857
897,0.38,77,30,14,16,1.05
898,0.01,77,31,15,16,1.010753
899,0.95,77,24,9,15,1.201389
900,0.38,77,28,13,15,1.053571
901,0.38,77,26,15,11,1.032051
902,0.38,77,28,17,11,1.035714
903,0.33,77,26,15,11,1.032051
904,0.38,77,25,15,10,1.033333
905,0.87,77,28,10,18,1.107143
906,0.87,77,26,11,15,1.051282
907,0.33,77,30,16,14,1.044444
908,0.38,77,33,16,17,1.070707
909,0.38,77,28,13,15,1.089286
910,0.38,77,27,11,16,1.055556
911,0.87,77,26,11,15,1.051282
912,0.38,77,28,13,15,1.053571
913,0.38,77,25,13,12,1.1
914,0.38,77,26,14,12,1.051282
915,0.95,77,23,7,16,1.15942
916,0.87,77,23,8,15,1.108696
917,0.38,77,30,17,13,1.027778
918,0.84,77,27,9,18,1.012346
919,0.38,77,26,13,13,1.012821
920,0.95,77,30,14,16,1.111111
921,0.38,77,24,12,12,1.041667
922,0.87,77,26,12,14,1.083333
923,0.33,77,29,16,13,1.08046
924,0.38,77,30,17,13,1.033333
925,0.38,77,32,14,18,1.015625
926,0.38,77,27,12,15,1.055556
927,0.01,77,26,11,15,1.115385
928,0.95,77,25,8,17,1.226667
929,0.38,77,30,17,13,1.011111
930,0.38,77,26,11,15,1.038462
931,0.38,77,26,11,15,1.089744
932,0.38,77,28,15,13,1.053571
933,0.95,77,29,9,20,1.143678
934,0.95,77,31,12,19,1.123656
935,0.38,77,32,13,19,1.0
936,0.87,77,29,10,19,1.051724
937,0.33,77,31,14,17,1.0
938,0.38,77,27,16,11,1.030864
939,0.38,77,30,15,15,1.061111
940,0.38,77,27,16,11,1.037037
941,0.84,77,26,15,11,1.044872
942,0.38,77,28,16,12,1.035714
943,0.87,77,29,16,13,1.051724
944,0.33,77,29,15,14,1.051724
945,0.38,77,25,12,13,1.033333
946,0.38,77,24,11,13,1.041667
947,0.38,77,30,16,14,1.0
948,0.38,77,34,18,16,1.044118
949,0.33,77,28,14,14,1.017857
950,0.38,77,27,17,10,1.067901
951,0.33,77,29,12,17,1.034483
952,0.33,77,28,15,13,1.071429
953,0.38,77,27,12,15,1.055556
954,0.87,77,27,10,17,1.08642
955,0.38,77,25,12,13,1.02
956,0.33,77,31,17,14,1.016129
957,0.38,77,25,15,10,1.02
958,0.33,77,24,14,10,1.0
959,0.38,77,29,13,16,1.034483
960,0.01,77,28,13,15,1.125
961,0.38,77,27,13,14,1.018519
962,0.87,77,32,15,17,1.109375
963,0.01,77,30,14,16,1.044444
964,0.38,77,29,15,14,1.034483
965,0.38,77,28,15,13,1.065476
966,0.01,77,31,15,16,1.096774
967,0.33,77,29,16,13,1.08046
968,0.38,77,26,12,14,1.115385
969,0.01,77,24,12,12,1.0
970,0.38,77,25,15,10,1.013333
971,0.38,77,31,21,10,1.032258
972,0.38,77,22,13,9,1.0
973,0.95,77,29,9,20,1.189655
974,0.87,77,26,11,15,1.198718
975,0.01,77,27,20,7,1.123457
976,0.38,77,27,13,14,1.018519
977,0.38,77,28,16,12,1.011905
978,0.38,77,36,18,18,1.078704
979,0.95,77,28,9,19,1.244048
980,0.87,77,27,10,17,1.08642
981,0.87,77,30,10,20,1.155556
982,0.38,77,28,16,12,1.029762
983,0.87,77,28,11,17,1.059524
984,0.38,77,30,18,12,1.05
985,0.38,77,27,18,9,1.049383
986,0.38,77,28,16,12,1.0
987,0.33,77,25,14,11,1.013333
988,0.38,77,29,20,9,1.017241
989,0.38,77,25,9,16,1.0
990,0.95,77,29,10,19,1.201149
991,0.01,77,27,17,10,1.012346
992,0.38,77,29,16,13,1.028736
993,0.38,77,30,15,15,1.05
994,0.38,77,26,15,11,1.019231
995,0.38,77,30,15,15,1.011111
996,0.38,77,30,13,17,1.033333
997,0.87,77,30,12,18,1.133333
998,0.84,77,28,11,17,1.077381
999,0.01,77,33,19,14,1.106061
1000,0.38,77,27,13,14,1.055556
1001,0.38,77,27,10,17,1.037037
1002,0.38,77,24,11,13,1.0625
1003,0.95,77,27,10,17,1.185185
1004,0.33,77,27,12,15,1.037037
1005,0.01,77,28,17,11,1.017857
1006,0.38,77,28,14,14,1.089286
1007,0.38,77,32,16,16,1.026042
1008,0.87,77,28,9,19,1.113095
1009,0.95,77,27,9,18,1.160494
1010,0.38,77,27,15,12,1.030864
1011,0.38,77,33,15,18,1.055556
1012,0.38,77,27,12,15,1.037037
1013,0.01,77,29,20,9,1.12069
1014,0.33,77,33,20,13,1.040404
1015,0.87,77,30,14,16,1.027778
1016,0.38,77,29,15,14,1.097701
1017,0.87,77,32,12,20,1.119792
1018,0.38,77,34,17,17,1.098039
1019,0.38,77,31,16,15,1.010753
1020,0.87,77,24,8,16,1.173611
1021,0.33,77,26,16,10,1.038462
1022,0.38,77,25,14,11,1.06
1023,0.38,77,26,18,8,1.051282
1024,0.38,77,27,16,11,1.049383
1025,0.38,77,29,16,13,1.086207
1026,0.38,77,28,14,14,1.071429
1027,0.95,77,38,14,24,1.02193
1028,0.01,77,31,17,14,1.112903
1029,0.87,77,29,8,21,1.051724
1030,0.38,77,26,18,8,1.032051
1031,0.38,77,31,18,13,1.032258
1032,0.87,77,30,11,19,1.111111
1033,0.38,77,29,12,17,1.0
1034,0.87,77,25,8,17,1.073333
1035,0.87,77,34,13,21,1.117647
1036,0.38,77,28,11,17,1.065476
1037,0.38,77,26,14,12,1.032051
1038,0.87,77,27,8,19,1.061728
1039,0.38,77,26,14,12,1.070513
1040,0.38,77,25,15,10,1.06
1041,0.38,77,25,15,10,1.08
1042,0.95,77,33,15,18,1.166667
1043,0.84,77,27,10,17,1.12963
1044,0.38,77,22,9,13,1.045455
1045,0.38,77,26,16,10,1.038462
1046,0.38,77,34,15,19,1.0
1047,0.95,77,32,12,20,1.229167
1048,0.38,77,26,10,16,1.057692
1049,0.38,77,28,13,15,1.0
1050,0.95,77,28,10,18,1.220238
1051,0.38,77,27,16,11,1.018519
1052,0.38,77,27,13,14,1.018519
1053,0.38,77,27,14,13,1.012346
1054,0.87,77,31,13,18,1.134409
1055,0.33,77,28,17,11,1.053571
1056,0.38,77,32,15,17,1.041667
1057,0.38,77,27,12,15,1.049383
1058,0.38,77,32,15,17,1.0
1059,0.38,77,29,15,14,1.068966
1060,0.01,77,29,22,7,1.028736
1061,0.38,77,36,17,19,1.050926
1062,0.87,77,37,17,20,1.148649
1063,0.95,77,33,14,19,1.171717
1064,0.38,77,34,19,15,1.02451
1065,0.38,77,29,14,15,1.045977
1066,0.38,77,30,12,18,1.033333
1067,0.95,77,29,12,17,1.126437
1068,0.38,77,30,19,11,1.016667
1069,0.95,77,33,13,20,1.131313
1070,0.38,77,28,16,12,1.029762
1071,0.95,77,32,12,20,1.192708
1072,0.38,77,33,18,15,1.025253
1073,0.38,77,24,13,11,1.0
1074,0.01,77,28,20,8,1.125
1075,0.38,77,28,12,16,1.035714
1076,0.87,77,30,12,18,1.094444
1077,0.38,77,31,12,19,1.043011
1078,0.38,77,27,13,14,1.049383
1079,0.01,77,29,17,12,1.137931
1080,0.01,77,27,16,11,1.111111
1081,0.38,77,30,15,15,1.033333
1082,0.95,77,27,10,17,1.234568
1083,0.38,77,27,10,17,1.08642
1084,0.38,77,23,10,13,1.0
1085,0.95,77,32,15,17,1.09375
1086,0.38,77,26,13,13,1.0
1087,0.38,77,26,13,13,1.057692
1088,0.38,77,29,15,14,1.08046
1089,0.38,77,26,15,11,1.051282
1090,0.38,77,26,13,13,1.070513
1091,0.01,77,29,18,11,1.132184
1092,0.38,77,28,12,16,1.053571
1093,0.38,77,27,14,13,1.067901
1094,0.38,77,24,13,11,1.055556
1095,0.01,77,31,19,12,1.0
1096,0.38,77,26,11,15,1.076923
1097,0.38,77,30,12,18,1.094444
1098,0.38,77,24,14,10,1.013889
1099,0.33,77,28,16,12,1.0
1100,0.38,77,25,14,11,1.013333
1101,0.38,77,25,14,11,1.02
1102,0.38,77,27,14,13,1.018519
1103,0.38,77,24,16,8,1.020833
1104,0.38,77,31,14,17,1.010753
1105,0.95,77,28,11,17,1.184524
1106,0.87,77,30,13,17,1.077778
1107,0.38,77,30,17,13,1.016667
1108,0.33,77,30,15,15,1.033333
1109,0.38,77,34,19,15,1.053922
1110,0.38,77,25,12,13,1.02
1111,0.87,77,24,11,13,1.055556
1112,0.33,77,29,15,14,1.0
1113,0.38,77,30,12,18,1.044444
1114,0.01,77,25,17,8,1.12
1115,0.38,77,32,15,17,1.046875
1116,0.87,77,28,11,17,1.154762
1117,0.33,77,29,15,14,1.051724
1118,0.38,77,28,14,14,1.029762
1119,0.87,77,28,10,18,1.160714
1120,0.38,77,27,16,11,1.08642
1121,0.38,77,31,19,12,1.016129
1122,0.95,77,26,11,15,1.160256
1123,0.38,77,30,11,19,1.083333
1124,0.87,77,29,10,19,1.132184
1125,0.38,77,30,14,16,1.1
1126,0.38,77,31,14,17,1.010753
1127,0.38,77,26,12,14,1.057692
1128,0.38,77,26,12,14,1.012821
1129,0.38,77,30,14,16,1.083333
1130,0.01,77,29,19,10,1.017241
1131,0.01,77,32,20,12,1.109375
1132,0.38,77,24,9,15,1.076389
1133,0.87,77,27,9,18,1.228395
1134,0.87,77,26,11,15,1.128205
1135,0.33,77,31,15,16,1.048387
1136,0.38,77,31,18,13,1.016129
1137,0.38,77,29,15,14,1.028736
1138,0.38,77,29,14,15,1.034483
1139,0.38,77,26,11,15,1.012821
1140,0.01,77,27,17,10,1.012346
1141,0.38,77,29,16,13,1.0
1142,0.87,77,27,9,18,1.123457
1143,0.38,77,32,16,16,1.0625
1144,0.38,77,28,13,15,1.053571
1145,0.38,77,30,15,15,1.05
1146,0.87,77,29,14,15,1.114943
1147,0.01,77,27,21,6,1.12963
1148,0.38,77,26,14,12,1.051282
1149,0.38,77,30,19,11,1.033333
1150,0.01,77,31,22,9,1.010753
1151,0.87,77,31,9,22,1.086022
1152,0.38,77,26,14,12,1.038462
1153,0.01,77,27,15,12,1.030864
1154,0.33,77,24,12,12,1.104167
1155,0.38,77,32,11,21,1.0625
1156,0.87,77,29,13,16,1.08046
1157,0.87,77,31,13,18,1.16129
1158,0.87,77,28,11,17,1.053571
1159,0.87,77,24,7,17,1.055556
1160,0.38,77,36,17,19,1.050926
1161,0.38,77,26,15,11,1.0
1162,0.38,77,28,18,10,1.029762
1163,0.38,77,33,19,14,1.055556
1164,0.95,77,25,10,15,1.266667
1165,0.38,77,26,10,16,1.051282
1166,0.38,77,30,15,15,1.011111
1167,0.38,77,25,13,12,1.02
1168,0.95,77,31,14,17,1.150538
1169,0.87,77,25,11,14,1.06
1170,0.87,77,27,9,18,1.104938
1171,0.38,77,33,16,17,1.025253
1172,0.95,77,28,7,21,1.208333
1173,0.01,77,25,17,8,1.12
1174,0.38,77,26,10,16,1.096154
1175,0.87,77,30,12,18,1.05
1176,0.38,77,26,15,11,1.076923
1177,0.01,77,26,19,7,1.032051
1178,0.87,77,26,9,17,1.153846
1179,0.38,77,24,13,11,1.041667
1180,0.87,77,27,12,15,1.074074
1181,0.95,77,27,10,17,1.216049
1182,0.38,77,27,12,15,1.037037
1183,0.38,77,30,18,12,1.033333
1184,0.38,77,27,11,16,1.018519
1185,0.38,77,30,18,12,1.027778
1186,0.38,77,27,18,9,1.0
1187,0.38,77,27,13,14,1.123457
1188,0.38,77,29,14,15,1.0
1189,0.01,77,27,19,8,1.049383
1190,0.95,77,28,11,17,1.154762
1191,0.38,77,24,10,14,1.020833
1192,0.87,77,34,13,21,1.102941
1193,0.33,77,26,22,4,1.032051
1194,0.38,77,26,11,15,1.012821
1195,0.87,77,31,12,19,1.129032
1196,0.95,77,28,9,19,1.071429
1197,0.38,77,29,11,18,1.011494
1198,0.87,77,35,13,22,1.12381
1199,0.38,77,26,10,16,1.070513
1200,0.95,77,26,8,18,1.102564
1201,0.38,77,30,17,13,1.016667
1202,0.95,77,35,14,21,1.185714
1203,0.38,77,28,13,15,1.053571
1204,0.38,77,27,13,14,1.08642
1205,0.87,77,30,10,20,1.194444
1206,0.95,77,29,11,18,1.235632
1207,0.38,77,30,18,12,1.016667
1208,0.38,77,25,10,15,1.033333
1209,0.38,77,24,15,9,1.041667
1210,0.84,77,27,8,19,1.037037
1211,0.38,77,24,11,13,1.0
1212,0.38,77,32,16,16,1.026042
1213,0.38,77,27,12,15,1.055556
1214,0.38,77,28,16,12,1.089286
1215,0.38,77,29,16,13,1.017241
1216,0.38,77,33,20,13,1.055556
1217,0.84,77,27,10,17,1.191358
1218,0.38,77,32,17,15,1.03125
1219,0.38,77,26,12,14,1.012821
1220,0.38,77,29,12,17,1.011494
1221,0.38,77,23,13,10,1.07971
1222,0.95,77,33,13,20,1.151515
1223,0.87,77,25,10,15,1.153333
1224,0.95,77,31,11,20,1.198925
1225,0.87,77,27,6,21,1.080247
1226,0.87,77,31,12,19,1.091398
1227,0.87,77,33,13,20,1.070707
1228,0.38,77,23,10,13,1.0
1229,0.38,77,29,15,14,1.028736
1230,0.01,77,32,21,11,1.109375
1231,0.38,77,21,11,10,1.047619
1232,0.38,77,26,14,12,1.032051
1233,0.87,77,28,14,14,1.065476
1234,0.38,77,27,12,15,1.030864
1235,0.87,77,29,13,16,1.229885
1236,0.95,77,29,11,18,1.172414
1237,0.38,77,32,16,16,1.015625
1238,0.38,77,29,13,16,1.045977
1239,0.38,77,29,13,16,1.051724
1240,0.38,77,30,17,13,1.011111
1241,0.38,77,27,13,14,1.030864
1242,0.01,77,31,21,10,1.0
1243,0.38,77,30,10,20,1.066667
1244,0.95,77,26,10,16,1.096154
1245,0.38,77,31,15,16,1.032258
1246,0.87,77,26,12,14,1.032051
1247,0.33,77,25,12,13,1.053333
1248,0.95,77,29,12,17,1.201149
1249,0.01,77,26,18,8,1.0
1250,0.38,77,31,15,16,1.048387
1251,0.38,77,23,17,6,1.036232
1252,0.38,77,35,17,18,1.042857
1253,0.38,77,31,17,14,1.032258
1254,0.38,77,31,12,19,1.032258
1255,0.38,77,29,15,14,1.017241
1256,0.38,77,27,13,14,1.074074
1257,0.38,77,26,9,17,1.038462
1258,0.01,77,33,18,15,1.116162
1259,0.38,77,25,14,11,1.02
1260,0.01,77,31,20,11,1.107527
1261,0.38,77,32,14,18,1.078125
1262,0.01,77,24,13,11,1.145833
1263,0.87,77,27,10,17,1.141975
1264,0.38,77,27,13,14,1.067901
1265,0.38,77,30,15,15,1.0
1266,0.87,77,32,10,22,1.151042
1267,0.33,77,30,18,12,1.077778
1268,0.87,77,27,10,17,1.098765
1269,0.38,77,29,19,10,1.028736
1270,0.38,77,24,13,11,1.0
1271,0.38,77,30,14,16,1.016667
1272,0.01,77,32,20,12,1.041667
1273,0.95,77,28,9,19,1.22619
1274,0.38,77,26,15,11,1.012821
1275,0.01,77,30,20,10,1.116667
1276,0.95,77,33,12,21,1.20202
1277,0.87,77,32,10,22,1.182292
1278,0.38,77,25,14,11,1.033333
1279,0.38,77,29,16,13,1.051724
1280,0.38,77,35,21,14,1.014286
1281,0.38,77,28,9,19,1.035714
1282,0.95,77,30,13,17,1.238889
1283,0.01,77,28,16,12,1.0
1284,0.87,77,32,9,23,1.130208
1285,0.38,77,27,16,11,1.0
1286,0.38,77,28,15,13,1.0
1287,0.33,77,31,18,13,1.010753
1288,0.95,77,24,10,14,1.145833
1289,0.38,77,29,14,15,1.08046
1290,0.38,77,26,14,12,1.089744
1291,0.38,77,28,16,12,1.029762
1292,0.01,77,29,21,8,1.028736
1293,0.38,77,34,19,15,1.058824
1294,0.84,77,28,11,17,1.089286
1295,0.01,77,29,18,11,1.12069
1296,0.38,77,30,17,13,1.05
1297,0.38,77,23,11,12,1.021739
1298,0.87,77,25,9,16,1.053333
1299,0.87,77,29,11,18,1.068966
1300,0.38,77,29,17,12,1.011494
1301,0.95,77,25,12,13,1.133333
1302,0.33,77,28,18,10,1.053571
1303,0.38,77,32,19,13,1.03125
1304,0.38,77,29,15,14,1.0
1305,0.95,77,33,9,24,1.212121
1306,0.38,77,29,15,14,1.051724
1307,0.87,77,25,10,15,1.213333
1308,0.38,77,29,14,15,1.063218
1309,0.38,77,23,11,12,1.065217
1310,0.38,77,22,9,13,1.037879
1311,0.38,77,26,12,14,1.057692
1312,0.38,77,30,17,13,1.05
1313,0.38,77,32,21,11,1.026042
1314,0.38,77,30,16,14,1.077778
1315,0.33,77,28,14,14,1.035714
1316,0.38,77,29,14,15,1.017241
1317,0.38,77,31,12,19,1.032258
1318,0.38,77,30,16,14,1.05
1319,0.01,77,27,20,7,1.12963
1320,0.84,77,29,13,16,1.137931
1321,0.38,77,31,14,17,1.048387
1322,0.87,77,31,12,19,1.091398
1323,0.38,77,30,19,11,1.05
1324,0.33,77,30,15,15,1.05
1325,0.87,77,25,9,16,1.053333
1326,0.38,77,26,12,14,1.051282
1327,0.33,77,29,16,13,1.068966
1328,0.38,77,31,17,14,1.048387
1329,0.38,77,22,9,13,1.090909
1330,0.87,77,29,11,18,1.068966
1331,0.38,77,29,16,13,1.068966
1332,0.33,77,31,18,13,1.016129
1333,0.95,77,30,11,19,1.144444
1334,0.38,77,29,15,14,1.034483
1335,0.38,77,30,13,17,1.011111
1336,0.01,77,31,19,12,1.123656
1337,0.38,77,31,16,15,1.048387
1338,0.95,77,24,6,18,1.201389
1339,0.33,77,28,17,11,1.029762
1340,0.38,77,23,12,11,1.07971
1341,0.38,77,27,15,12,1.012346
1342,0.38,77,26,13,13,1.076923
1343,0.87,77,27,11,16,1.135802
1344,0.87,77,28,11,17,1.083333
1345,0.38,77,28,15,13,1.071429
1346,0.01,77,26,21,5,1.147436
1347,0.38,77,29,14,15,1.028736
1348,0.38,77,31,14,17,1.05914
1349,0.38,77,30,13,17,1.05
1350,0.38,77,25,11,14,1.06
1351,0.38,77,27,18,9,1.055556
1352,0.38,77,25,15,10,1.02
1353,0.38,77,26,15,11,1.012821
1354,0.38,77,27,17,10,1.018519
1355,0.87,77,27,13,14,1.067901
1356,0.95,77,29,12,17,1.172414
1357,0.33,77,31,18,13,1.043011
1358,0.38,77,25,14,11,1.013333
1359,0.95,77,28,8,20,1.095238
1360,0.38,77,27,17,10,1.0
1361,0.38,77,32,11,21,1.0625
1362,0.84,77,29,15,14,1.051724
1363,0.38,77,27,13,14,1.037037
1364,0.38,77,32,21,11,1.078125
1365,0.01,77,30,18,12,1.016667
1366,0.33,77,21,13,8,1.047619
1367,0.01,77,26,15,11,1.019231
1368,0.95,77,34,15,19,1.215686
1369,0.38,77,28,13,15,1.017857
1370,0.38,77,26,13,13,1.038462
1371,0.38,77,24,13,11,1.013889
1372,0.38,77,28,15,13,1.035714
1373,0.33,77,30,16,14,1.094444
1374,0.38,77,27,14,13,1.012346
1375,0.38,77,26,15,11,1.076923
1376,0.38,77,24,9,15,1.0
1377,0.38,77,27,14,13,1.055556
1378,0.38,77,25,15,10,1.0
1379,0.87,77,28,10,18,1.077381
1380,0.38,77,25,7,18,1.04
1381,0.01,77,28,16,12,1.035714
1382,0.87,77,27,10,17,1.067901
1383,0.38,77,31,12,19,1.048387
1384,0.95,77,30,13,17,1.161111
1385,0.01,77,29,17,12,1.017241
1386,0.38,77,30,13,17,1.066667
1387,0.38,77,31,13,18,1.064516
1388,0.38,77,28,15,13,1.017857
1389,0.95,77,31,12,19,1.107527
1390,0.38,77,28,15,13,1.071429
1391,0.38,77,29,17,12,1.051724
1392,0.38,77,33,15,18,1.045455
1393,0.38,77,32,15,17,1.041667
1394,0.95,77,27,9,18,1.197531
1395,0.87,77,29,11,18,1.091954
1396,0.95,77,30,11,19,1.133333
1397,0.38,77,25,16,9,1.073333
1398,0.01,77,26,15,11,1.019231
1399,0.38,77,26,17,9,1.032051
1400,0.38,77,27,17,10,1.049383
1401,0.33,77,25,15,10,1.02
1402,0.38,77,28,13,15,1.053571
1403,0.95,77,31,9,22,1.155914
1404,0.87,77,28,10,18,1.14881
1405,0.01,77,23,16,7,1.152174
1406,0.38,77,26,13,13,1.0
1407,0.38,77,31,16,15,1.016129
1408,0.38,77,27,14,13,1.049383
1409,0.38,77,29,15,14,1.034483
1410,0.38,77,28,15,13,1.035714
1411,0.87,77,27,7,20,1.17284
1412,0.38,77,29,15,14,1.028736
1413,0.87,77,26,8,18,1.115385
1414,0.38,77,27,17,10,1.067901
1415,0.38,77,28,12,16,1.035714
1416,0.38,77,27,15,12,1.018519
1417,0.38,77,24,8,16,1.083333
1418,0.38,77,34,18,16,1.073529
1419,0.38,77,27,13,14,1.092593
1420,0.95,77,28,10,18,1.261905
1421,0.38,77,33,16,17,1.030303
1422,0.38,77,26,13,13,1.057692
1423,0.38,77,32,17,15,1.041667
1424,0.38,77,31,18,13,1.064516
1425,0.38,77,29,13,16,1.011494
1426,0.87,77,26,7,19,1.24359
1427,0.33,77,30,16,14,1.066667
1428,0.38,77,27,12,15,1.067901
1429,0.38,77,22,14,8,1.068182
1430,0.38,77,26,16,10,1.057692
1431,0.38,77,31,16,15,1.080645
1432,0.38,77,31,18,13,1.032258
1433,0.87,77,28,9,19,1.136905
1434,0.01,77,24,12,12,1.125
1435,0.01,77,25,14,11,1.02
1436,0.38,77,26,12,14,1.057692
1437,0.01,77,33,19,14,1.10101
1438,0.38,77,26,13,13,1.019231
1439,0.38,77,24,15,9,1.041667
1440,0.38,77,24,14,10,1.118056
1441,0.01,77,29,15,14,1.0
1442,0.38,77,28,14,14,1.0
1443,0.01,77,30,17,13,1.1
1444,0.87,77,28,10,18,1.119048
1445,0.38,77,26,13,13,1.038462
1446,0.38,77,24,13,11,1.020833
1447,0.87,77,24,7,17,1.166667
